"","YEAR_MONTH","DAY_TYPE","TIME_PER_HOUR","PT_TYPE","PT_CODE","TOTAL_TAP_IN_VOLUME","TOTAL_TAP_OUT_VOLUME"
"976","2019-09","WEEKDAY",9,"BUS",1411,230,869
"979","2019-09","WEEKDAY",19,"BUS",1411,517,1761
"981","2019-09","WEEKDAY",11,"BUS",1411,259,1095
"982","2019-09","WEEKDAY",18,"BUS",1411,809,1703
"985","2019-09","WEEKDAY",14,"BUS",1411,377,1120
"987","2019-09","WEEKDAY",16,"BUS",1411,502,1127
"988","2019-09","WEEKDAY",7,"BUS",1411,177,436
"991","2019-09","WEEKDAY",15,"BUS",1411,440,1181
"993","2019-09","WEEKDAY",13,"BUS",1411,388,1210
"995","2019-09","WEEKDAY",0,"BUS",1411,42,136
"999","2019-09","WEEKDAY",20,"BUS",1411,474,1057
"1000","2019-09","WEEKDAY",20,"BUS",1419,161,81
"1002","2019-09","WEEKDAY",15,"BUS",1419,192,186
"1004","2019-09","WEEKDAY",7,"BUS",1419,139,216
"1008","2019-09","WEEKDAY",9,"BUS",1419,188,390
"1012","2019-09","WEEKDAY",12,"BUS",1419,289,152
"1016","2019-09","WEEKDAY",17,"BUS",1419,295,129
"1019","2019-09","WEEKDAY",16,"BUS",1419,275,144
"1020","2019-09","WEEKDAY",19,"BUS",1419,187,146
"1023","2019-09","WEEKDAY",18,"BUS",1419,292,182
"1025","2019-09","WEEKDAY",6,"BUS",1419,106,165
"1026","2019-09","WEEKDAY",13,"BUS",1419,380,174
"1028","2019-09","WEEKDAY",14,"BUS",1419,267,136
"1030","2019-09","WEEKDAY",21,"BUS",1419,114,96
"1032","2019-09","WEEKDAY",8,"BUS",1419,210,525
"1035","2019-09","WEEKDAY",10,"BUS",1419,115,253
"1036","2019-09","WEEKDAY",11,"BUS",1419,152,169
"1039","2019-09","WEEKDAY",22,"BUS",1419,135,87
"1041","2019-09","WEEKDAY",8,"BUS",1421,1095,557
"1043","2019-09","WEEKDAY",16,"BUS",1421,1649,1819
"1045","2019-09","WEEKDAY",19,"BUS",1421,1926,2335
"1046","2019-09","WEEKDAY",7,"BUS",1421,1011,340
"1049","2019-09","WEEKDAY",13,"BUS",1421,1663,1389
"1050","2019-09","WEEKDAY",20,"BUS",1421,1702,1728
"1053","2019-09","WEEKDAY",21,"BUS",1421,1645,1440
"1054","2019-09","WEEKDAY",14,"BUS",1421,1502,1402
"1056","2019-09","WEEKDAY",22,"BUS",1421,1110,1251
"1060","2019-09","WEEKDAY",18,"BUS",1421,2093,2073
"1063","2019-09","WEEKDAY",0,"BUS",1421,122,131
"1065","2019-09","WEEKDAY",10,"BUS",1421,821,914
"1066","2019-09","WEEKDAY",15,"BUS",1421,1478,1663
"1069","2019-09","WEEKDAY",11,"BUS",1421,1030,1119
"1070","2019-09","WEEKDAY",23,"BUS",1421,711,633
"1072","2019-09","WEEKDAY",12,"BUS",1421,1346,1676
"1074","2019-09","WEEKDAY",6,"BUS",1421,566,43
"1076","2019-09","WEEKDAY",17,"BUS",1421,2150,1803
"1079","2019-09","WEEKDAY",9,"BUS",1421,856,853
"1081","2019-09","WEEKDAY",17,"BUS",1429,441,724
"1082","2019-09","WEEKDAY",15,"BUS",1429,507,610
"1085","2019-09","WEEKDAY",21,"BUS",1429,237,448
"1086","2019-09","WEEKDAY",7,"BUS",1429,162,338
"1089","2019-09","WEEKDAY",14,"BUS",1429,503,834
"1091","2019-09","WEEKDAY",13,"BUS",1429,787,843
"1093","2019-09","WEEKDAY",11,"BUS",1429,283,858
"1094","2019-09","WEEKDAY",10,"BUS",1429,245,789
"1099","2019-09","WEEKDAY",6,"BUS",1429,306,239
"1100","2019-09","WEEKDAY",8,"BUS",1429,317,436
"1102","2019-09","WEEKDAY",9,"BUS",1429,230,808
"1105","2019-09","WEEKDAY",16,"BUS",1429,491,728
"1106","2019-09","WEEKDAY",18,"BUS",1429,515,861
"1108","2019-09","WEEKDAY",22,"BUS",1429,195,375
"1111","2019-09","WEEKDAY",23,"BUS",1429,110,191
"1112","2019-09","WEEKDAY",20,"BUS",1429,401,606
"1116","2019-09","WEEKDAY",19,"BUS",1429,325,736
"1119","2019-09","WEEKDAY",12,"BUS",1429,532,932
"1121","2019-09","WEEKDAY",15,"BUS",1511,410,316
"1123","2019-09","WEEKDAY",13,"BUS",1511,405,436
"1124","2019-09","WEEKDAY",23,"BUS",1511,159,57
"1127","2019-09","WEEKDAY",8,"BUS",1511,369,976
"1128","2019-09","WEEKDAY",21,"BUS",1511,326,134
"1132","2019-09","WEEKDAY",7,"BUS",1511,181,372
"1135","2019-09","WEEKDAY",11,"BUS",1511,526,289
"1136","2019-09","WEEKDAY",20,"BUS",1511,466,177
"1139","2019-09","WEEKDAY",22,"BUS",1511,315,95
"1141","2019-09","WEEKDAY",17,"BUS",1511,983,342
"1143","2019-09","WEEKDAY",19,"BUS",1511,781,408
"1144","2019-09","WEEKDAY",14,"BUS",1511,369,333
"1147","2019-09","WEEKDAY",12,"BUS",1511,815,383
"1149","2019-09","WEEKDAY",16,"BUS",1511,729,319
"1150","2019-09","WEEKDAY",9,"BUS",1511,619,698
"1154","2019-09","WEEKDAY",18,"BUS",1511,1239,432
"1157","2019-09","WEEKDAY",10,"BUS",1511,374,319
"1158","2019-09","WEEKDAY",7,"BUS",1519,154,884
"1161","2019-09","WEEKDAY",12,"BUS",1519,692,354
"1162","2019-09","WEEKDAY",9,"BUS",1519,456,2129
"1165","2019-09","WEEKDAY",13,"BUS",1519,352,575
"1169","2019-09","WEEKDAY",10,"BUS",1519,384,397
"1171","2019-09","WEEKDAY",11,"BUS",1519,501,235
"1173","2019-09","WEEKDAY",20,"BUS",1519,229,96
"1174","2019-09","WEEKDAY",6,"BUS",1519,47,639
"1177","2019-09","WEEKDAY",19,"BUS",1519,545,168
"1178","2019-09","WEEKDAY",16,"BUS",1519,468,195
"1181","2019-09","WEEKDAY",8,"BUS",1519,526,2844
"1182","2019-09","WEEKDAY",21,"BUS",1519,126,73
"1185","2019-09","WEEKDAY",14,"BUS",1519,400,313
"1186","2019-09","WEEKDAY",22,"BUS",1519,131,72
"1188","2019-09","WEEKDAY",17,"BUS",1519,1009,194
"1191","2019-09","WEEKDAY",15,"BUS",1519,425,220
"1192","2019-09","WEEKDAY",18,"BUS",1519,1405,212
"1197","2019-09","WEEKDAY",19,"BUS",1521,645,1039
"1199","2019-09","WEEKDAY",7,"BUS",1521,116,158
"1200","2019-09","WEEKDAY",10,"BUS",1521,170,620
"1203","2019-09","WEEKDAY",9,"BUS",1521,206,710
"1204","2019-09","WEEKDAY",20,"BUS",1521,491,437
"1209","2019-09","WEEKDAY",8,"BUS",1521,243,465
"1210","2019-09","WEEKDAY",11,"BUS",1521,240,595
"1215","2019-09","WEEKDAY",22,"BUS",1521,487,377
"1216","2019-09","WEEKDAY",16,"BUS",1521,479,547
"1219","2019-09","WEEKDAY",17,"BUS",1521,704,690
"1220","2019-09","WEEKDAY",23,"BUS",1521,358,192
"1223","2019-09","WEEKDAY",14,"BUS",1521,519,544
"1224","2019-09","WEEKDAY",13,"BUS",1521,488,692
"1226","2019-09","WEEKDAY",18,"BUS",1521,802,1100
"1228","2019-09","WEEKDAY",12,"BUS",1521,267,1127
"1230","2019-09","WEEKDAY",21,"BUS",1521,542,318
"1234","2019-09","WEEKDAY",15,"BUS",1521,456,512
"1235","2019-09","WEEKDAY",14,"BUS",1529,639,370
"1237","2019-09","WEEKDAY",15,"BUS",1529,620,296
"1240","2019-09","WEEKDAY",11,"BUS",1529,565,398
"1241","2019-09","WEEKDAY",22,"BUS",1529,363,95
"1246","2019-09","WEEKDAY",21,"BUS",1529,310,175
"1247","2019-09","WEEKDAY",17,"BUS",1529,837,272
"1249","2019-09","WEEKDAY",6,"BUS",1529,68,367
"1251","2019-09","WEEKDAY",8,"BUS",1529,617,970
"1254","2019-09","WEEKDAY",9,"BUS",1529,553,897
"1256","2019-09","WEEKDAY",13,"BUS",1529,772,394
"1257","2019-09","WEEKDAY",7,"BUS",1529,232,381
"1259","2019-09","WEEKDAY",10,"BUS",1529,490,468
"1262","2019-09","WEEKDAY",12,"BUS",1529,791,457
"1263","2019-09","WEEKDAY",18,"BUS",1529,1144,369
"1266","2019-09","WEEKDAY",16,"BUS",1529,677,355
"1268","2019-09","WEEKDAY",19,"BUS",1529,537,267
"1270","2019-09","WEEKDAY",20,"BUS",1529,346,174
"1271","2019-09","WEEKDAY",23,"BUS",1529,233,35
"1273","2019-09","WEEKDAY",13,"BUS",1541,178,1094
"1276","2019-09","WEEKDAY",8,"BUS",1541,132,6711
"1278","2019-09","WEEKDAY",18,"BUS",1541,651,1827
"1279","2019-09","WEEKDAY",22,"BUS",1541,224,451
"1281","2019-09","WEEKDAY",12,"BUS",1541,238,1245
"1283","2019-09","WEEKDAY",10,"BUS",1541,109,2174
"1286","2019-09","WEEKDAY",23,"BUS",1541,133,120
"1288","2019-09","WEEKDAY",7,"BUS",1541,66,2701
"1289","2019-09","WEEKDAY",11,"BUS",1541,155,1265
"1292","2019-09","WEEKDAY",20,"BUS",1541,242,1277
"1293","2019-09","WEEKDAY",14,"BUS",1541,182,1002
"1296","2019-09","WEEKDAY",19,"BUS",1541,446,1830
"1297","2019-09","WEEKDAY",21,"BUS",1541,244,814
"1301","2019-09","WEEKDAY",16,"BUS",1541,278,1026
"1304","2019-09","WEEKDAY",17,"BUS",1541,436,1297
"1306","2019-09","WEEKDAY",9,"BUS",1541,142,4919
"1307","2019-09","WEEKDAY",6,"BUS",1541,34,1205
"1310","2019-09","WEEKDAY",15,"BUS",1541,169,878
"1312","2019-09","WEEKDAY",19,"BUS",1549,684,103
"1315","2019-09","WEEKDAY",18,"BUS",1549,1081,169
"1318","2019-09","WEEKDAY",9,"BUS",1549,49,303
"1319","2019-09","WEEKDAY",15,"BUS",1549,205,106
"1321","2019-09","WEEKDAY",11,"BUS",1549,64,187
"1326","2019-09","WEEKDAY",10,"BUS",1549,68,201
"1329","2019-09","WEEKDAY",22,"BUS",1549,369,42
"1331","2019-09","WEEKDAY",12,"BUS",1549,104,139
"1333","2019-09","WEEKDAY",23,"BUS",1549,153,20
"1339","2019-09","WEEKDAY",21,"BUS",1549,357,60
"1340","2019-09","WEEKDAY",20,"BUS",1549,458,63
"1343","2019-09","WEEKDAY",16,"BUS",1549,330,71
"1345","2019-09","WEEKDAY",8,"BUS",1549,137,228
"1347","2019-09","WEEKDAY",14,"BUS",1549,175,148
"1348","2019-09","WEEKDAY",13,"BUS",1549,172,107
"1351","2019-09","WEEKDAY",17,"BUS",1549,514,104
"1352","2019-09","WEEKDAY",10,"BUS",1559,261,573
"1354","2019-09","WEEKDAY",23,"BUS",1559,334,43
"1357","2019-09","WEEKDAY",18,"BUS",1559,1336,594
"1359","2019-09","WEEKDAY",13,"BUS",1559,432,468
"1360","2019-09","WEEKDAY",9,"BUS",1559,217,718
"1367","2019-09","WEEKDAY",7,"BUS",1559,572,262
"1369","2019-09","WEEKDAY",15,"BUS",1559,549,375
"1370","2019-09","WEEKDAY",11,"BUS",1559,300,535
"1372","2019-09","WEEKDAY",14,"BUS",1559,500,418
"1375","2019-09","WEEKDAY",12,"BUS",1559,330,858
"1376","2019-09","WEEKDAY",20,"BUS",1559,739,189
"1379","2019-09","WEEKDAY",8,"BUS",1559,339,749
"1381","2019-09","WEEKDAY",16,"BUS",1559,542,336
"1383","2019-09","WEEKDAY",17,"BUS",1559,891,446
"1385","2019-09","WEEKDAY",22,"BUS",1559,612,79
"1386","2019-09","WEEKDAY",21,"BUS",1559,738,153
"1391","2019-09","WEEKDAY",6,"BUS",1559,239,199
"1393","2019-09","WEEKDAY",19,"BUS",1559,953,355
"1395","2019-09","WEEKDAY",20,"BUS",1611,676,310
"1396","2019-09","WEEKDAY",17,"BUS",1611,966,633
"1398","2019-09","WEEKDAY",7,"BUS",1611,142,196
"1400","2019-09","WEEKDAY",23,"BUS",1611,381,97
"1403","2019-09","WEEKDAY",16,"BUS",1611,687,488
"1404","2019-09","WEEKDAY",11,"BUS",1611,343,496
"1407","2019-09","WEEKDAY",18,"BUS",1611,1392,1037
"1408","2019-09","WEEKDAY",13,"BUS",1611,500,463
"1410","2019-09","WEEKDAY",21,"BUS",1611,566,172
"1412","2019-09","WEEKDAY",14,"BUS",1611,531,482
"1414","2019-09","WEEKDAY",22,"BUS",1611,646,238
"1416","2019-09","WEEKDAY",9,"BUS",1611,214,600
"1418","2019-09","WEEKDAY",8,"BUS",1611,255,572
"1421","2019-09","WEEKDAY",10,"BUS",1611,249,428
"1422","2019-09","WEEKDAY",12,"BUS",1611,566,632
"1428","2019-09","WEEKDAY",15,"BUS",1611,582,466
"1430","2019-09","WEEKDAY",19,"BUS",1611,879,722
"1433","2019-09","WEEKDAY",19,"BUS",1619,185,409
"1435","2019-09","WEEKDAY",20,"BUS",1619,110,174
"1437","2019-09","WEEKDAY",12,"BUS",1619,142,529
"1438","2019-09","WEEKDAY",7,"BUS",1619,52,291
"1440","2019-09","WEEKDAY",21,"BUS",1619,138,131
"1443","2019-09","WEEKDAY",16,"BUS",1619,185,391
"1444","2019-09","WEEKDAY",15,"BUS",1619,146,377
"1448","2019-09","WEEKDAY",17,"BUS",1619,256,391
"1451","2019-09","WEEKDAY",22,"BUS",1619,114,61
"1453","2019-09","WEEKDAY",10,"BUS",1619,83,342
"1455","2019-09","WEEKDAY",6,"BUS",1619,8,193
"1456","2019-09","WEEKDAY",9,"BUS",1619,141,484
"1458","2019-09","WEEKDAY",8,"BUS",1619,105,509
"1460","2019-09","WEEKDAY",11,"BUS",1619,170,372
"1462","2019-09","WEEKDAY",14,"BUS",1619,170,406
"1467","2019-09","WEEKDAY",18,"BUS",1619,349,696
"1469","2019-09","WEEKDAY",13,"BUS",1619,195,423
"1471","2019-09","WEEKDAY",8,"BUS",1621,254,736
"1473","2019-09","WEEKDAY",22,"BUS",1621,873,179
"1478","2019-09","WEEKDAY",17,"BUS",1621,1296,465
"1479","2019-09","WEEKDAY",21,"BUS",1621,987,201
"1482","2019-09","WEEKDAY",18,"BUS",1621,1841,803
"1483","2019-09","WEEKDAY",16,"BUS",1621,922,368
"1488","2019-09","WEEKDAY",12,"BUS",1621,934,591
"1490","2019-09","WEEKDAY",9,"BUS",1621,300,641
"1492","2019-09","WEEKDAY",15,"BUS",1621,783,390
"1494","2019-09","WEEKDAY",19,"BUS",1621,1497,704
"1495","2019-09","WEEKDAY",23,"BUS",1621,402,93
"1498","2019-09","WEEKDAY",7,"BUS",1621,141,206
"1500","2019-09","WEEKDAY",10,"BUS",1621,338,352
"1502","2019-09","WEEKDAY",13,"BUS",1621,775,385
"1503","2019-09","WEEKDAY",14,"BUS",1621,641,330
"1505","2019-09","WEEKDAY",20,"BUS",1621,897,316
"1508","2019-09","WEEKDAY",11,"BUS",1621,530,410
"1509","2019-09","WEEKDAY",9,"BUS",1629,220,1062
"1511","2019-09","WEEKDAY",6,"BUS",1629,47,548
"1513","2019-09","WEEKDAY",16,"BUS",1629,231,458
"1515","2019-09","WEEKDAY",15,"BUS",1629,193,440
"1518","2019-09","WEEKDAY",13,"BUS",1629,432,593
"1519","2019-09","WEEKDAY",18,"BUS",1629,534,550
"1521","2019-09","WEEKDAY",7,"BUS",1629,177,541
"1523","2019-09","WEEKDAY",11,"BUS",1629,222,491
"1525","2019-09","WEEKDAY",8,"BUS",1629,411,1362
"1528","2019-09","WEEKDAY",10,"BUS",1629,167,578
"1529","2019-09","WEEKDAY",20,"BUS",1629,177,217
"1533","2019-09","WEEKDAY",12,"BUS",1629,254,633
"1536","2019-09","WEEKDAY",14,"BUS",1629,285,618
"1540","2019-09","WEEKDAY",19,"BUS",1629,245,392
"1541","2019-09","WEEKDAY",22,"BUS",1629,116,118
"1544","2019-09","WEEKDAY",17,"BUS",1629,299,461
"1545","2019-09","WEEKDAY",21,"BUS",1629,153,110
"1548","2019-09","WEEKDAY",14,"BUS",1631,233,72
"1550","2019-09","WEEKDAY",19,"BUS",1631,562,75
"1552","2019-09","WEEKDAY",21,"BUS",1631,479,25
"1554","2019-09","WEEKDAY",9,"BUS",1631,106,122
"1556","2019-09","WEEKDAY",11,"BUS",1631,176,102
"1559","2019-09","WEEKDAY",16,"BUS",1631,637,97
"1561","2019-09","WEEKDAY",13,"BUS",1631,252,129
"1562","2019-09","WEEKDAY",8,"BUS",1631,77,149
"1565","2019-09","WEEKDAY",23,"BUS",1631,167,11
"1567","2019-09","WEEKDAY",17,"BUS",1631,766,116
"1571","2019-09","WEEKDAY",22,"BUS",1631,350,21
"1573","2019-09","WEEKDAY",15,"BUS",1631,429,105
"1576","2019-09","WEEKDAY",20,"BUS",1631,495,38
"1579","2019-09","WEEKDAY",18,"BUS",1631,1170,111
"1582","2019-09","WEEKDAY",12,"BUS",1631,320,115
"1584","2019-09","WEEKDAY",20,"BUS",1639,139,110
"1587","2019-09","WEEKDAY",16,"BUS",1639,154,285
"1589","2019-09","WEEKDAY",13,"BUS",1639,84,276
"1591","2019-09","WEEKDAY",15,"BUS",1639,119,272
"1595","2019-09","WEEKDAY",9,"BUS",1639,64,605
"1599","2019-09","WEEKDAY",6,"BUS",1639,12,137
"1600","2019-09","WEEKDAY",12,"BUS",1639,118,323
"1602","2019-09","WEEKDAY",14,"BUS",1639,86,259
"1604","2019-09","WEEKDAY",22,"BUS",1639,137,60
"1607","2019-09","WEEKDAY",11,"BUS",1639,63,301
"1610","2019-09","WEEKDAY",8,"BUS",1639,40,768
"1614","2019-09","WEEKDAY",10,"BUS",1639,62,304
"1615","2019-09","WEEKDAY",17,"BUS",1639,144,205
"1618","2019-09","WEEKDAY",19,"BUS",1639,207,341
"1620","2019-09","WEEKDAY",18,"BUS",1639,155,307
"1621","2019-09","WEEKDAY",7,"BUS",1639,41,372
"1624","2019-09","WEEKDAY",13,"BUS",2029,135,444
"1625","2019-09","WEEKDAY",18,"BUS",2029,164,648
"1630","2019-09","WEEKDAY",16,"BUS",2029,131,553
"1631","2019-09","WEEKDAY",11,"BUS",2029,105,488
"1635","2019-09","WEEKDAY",12,"BUS",2029,93,336
"1637","2019-09","WEEKDAY",17,"BUS",2029,149,622
"1638","2019-09","WEEKDAY",19,"BUS",2029,131,556
"1643","2019-09","WEEKDAY",20,"BUS",2029,154,280
"1645","2019-09","WEEKDAY",8,"BUS",2029,61,534
"1646","2019-09","WEEKDAY",21,"BUS",2029,107,180
"1648","2019-09","WEEKDAY",10,"BUS",2029,61,543
"1650","2019-09","WEEKDAY",6,"BUS",2029,16,109
"1653","2019-09","WEEKDAY",14,"BUS",2029,94,411
"1655","2019-09","WEEKDAY",7,"BUS",2029,49,255
"1656","2019-09","WEEKDAY",9,"BUS",2029,80,602
"1658","2019-09","WEEKDAY",15,"BUS",2029,106,367
"1660","2019-09","WEEKDAY",22,"BUS",2029,117,120
"1662","2019-09","WEEKDAY",16,"BUS",2049,1711,1507
"1665","2019-09","WEEKDAY",0,"BUS",2049,193,70
"1666","2019-09","WEEKDAY",5,"BUS",2049,43,104
"1669","2019-09","WEEKDAY",10,"BUS",2049,787,1872
"1670","2019-09","WEEKDAY",18,"BUS",2049,3161,2230
"1672","2019-09","WEEKDAY",13,"BUS",2049,1452,1795
"1674","2019-09","WEEKDAY",14,"BUS",2049,1537,1635
"1677","2019-09","WEEKDAY",9,"BUS",2049,1264,2808
"1678","2019-09","WEEKDAY",7,"BUS",2049,920,1662
"1680","2019-09","WEEKDAY",15,"BUS",2049,1554,1453
"1682","2019-09","WEEKDAY",17,"BUS",2049,2269,1651
"1684","2019-09","WEEKDAY",12,"BUS",2049,1180,1819
"1687","2019-09","WEEKDAY",23,"BUS",2049,796,226
"1689","2019-09","WEEKDAY",8,"BUS",2049,1368,5011
"1690","2019-09","WEEKDAY",22,"BUS",2049,1865,561
"1693","2019-09","WEEKDAY",21,"BUS",2049,1951,690
"1694","2019-09","WEEKDAY",11,"BUS",2049,925,1815
"1697","2019-09","WEEKDAY",19,"BUS",2049,2916,1627
"1698","2019-09","WEEKDAY",20,"BUS",2049,2151,881
"1701","2019-09","WEEKDAY",6,"BUS",2049,388,963
"1705","2019-09","WEEKDAY",7,"BUS",2051,178,85
"1708","2019-09","WEEKDAY",22,"BUS",2051,1132,242
"1711","2019-09","WEEKDAY",17,"BUS",2051,1012,289
"1713","2019-09","WEEKDAY",16,"BUS",2051,921,281
"1714","2019-09","WEEKDAY",12,"BUS",2051,510,198
"1716","2019-09","WEEKDAY",18,"BUS",2051,1463,505
"1722","2019-09","WEEKDAY",15,"BUS",2051,783,303
"1725","2019-09","WEEKDAY",11,"BUS",2051,342,187
"1727","2019-09","WEEKDAY",9,"BUS",2051,128,163
"1729","2019-09","WEEKDAY",8,"BUS",2051,155,199
"1731","2019-09","WEEKDAY",19,"BUS",2051,965,322
"1735","2019-09","WEEKDAY",23,"BUS",2051,611,83
"1737","2019-09","WEEKDAY",14,"BUS",2051,564,221
"1738","2019-09","WEEKDAY",10,"BUS",2051,201,157
"1741","2019-09","WEEKDAY",21,"BUS",2051,1180,267
"1742","2019-09","WEEKDAY",13,"BUS",2051,427,185
"1744","2019-09","WEEKDAY",20,"BUS",2051,932,268
"1748","2019-09","WEEKDAY",18,"BUS",2061,2094,809
"1750","2019-09","WEEKDAY",16,"BUS",2061,1558,464
"1752","2019-09","WEEKDAY",0,"BUS",2061,169,11
"1754","2019-09","WEEKDAY",17,"BUS",2061,1839,596
"1758","2019-09","WEEKDAY",8,"BUS",2061,298,246
"1760","2019-09","WEEKDAY",11,"BUS",2061,489,395
"1761","2019-09","WEEKDAY",23,"BUS",2061,1703,83
"1764","2019-09","WEEKDAY",7,"BUS",2061,245,124
"1765","2019-09","WEEKDAY",12,"BUS",2061,790,500
"1771","2019-09","WEEKDAY",9,"BUS",2061,159,247
"1774","2019-09","WEEKDAY",15,"BUS",2061,1318,448
"1776","2019-09","WEEKDAY",22,"BUS",2061,3572,305
"1777","2019-09","WEEKDAY",20,"BUS",2061,2489,545
"1780","2019-09","WEEKDAY",21,"BUS",2061,3413,504
"1781","2019-09","WEEKDAY",6,"BUS",2061,138,56
"1784","2019-09","WEEKDAY",10,"BUS",2061,244,263
"1785","2019-09","WEEKDAY",19,"BUS",2061,1946,760
"1787","2019-09","WEEKDAY",13,"BUS",2061,838,462
"1790","2019-09","WEEKDAY",14,"BUS",2061,1189,445
"1794","2019-09","WEEKDAY",17,"BUS",2089,176,1461
"1797","2019-09","WEEKDAY",9,"BUS",2089,23,2384
"1799","2019-09","WEEKDAY",16,"BUS",2089,112,1131
"1801","2019-09","WEEKDAY",6,"BUS",2089,1,671
"1802","2019-09","WEEKDAY",22,"BUS",2089,203,347
"1804","2019-09","WEEKDAY",18,"BUS",2089,168,2118
"1806","2019-09","WEEKDAY",21,"BUS",2089,202,434
"1808","2019-09","WEEKDAY",14,"BUS",2089,105,1260
"1810","2019-09","WEEKDAY",23,"BUS",2089,168,126
"1813","2019-09","WEEKDAY",13,"BUS",2089,78,1360
"1814","2019-09","WEEKDAY",11,"BUS",2089,41,1443
"1818","2019-09","WEEKDAY",7,"BUS",2089,31,1289
"1820","2019-09","WEEKDAY",8,"BUS",2089,40,3190
"1822","2019-09","WEEKDAY",19,"BUS",2089,100,1333
"1824","2019-09","WEEKDAY",20,"BUS",2089,133,601
"1827","2019-09","WEEKDAY",10,"BUS",2089,37,1362
"1829","2019-09","WEEKDAY",12,"BUS",2089,74,1589
"1831","2019-09","WEEKDAY",15,"BUS",2089,100,1357
"1835","2019-09","WEEKDAY",18,"BUS",2099,5,122
"1837","2019-09","WEEKDAY",10,"BUS",2099,1,122
"1845","2019-09","WEEKDAY",14,"BUS",2099,12,118
"1847","2019-09","WEEKDAY",9,"BUS",2099,0,159
"1848","2019-09","WEEKDAY",8,"BUS",2099,0,118
"1853","2019-09","WEEKDAY",19,"BUS",2099,5,147
"1860","2019-09","WEEKDAY",15,"BUS",2099,0,144
"1863","2019-09","WEEKDAY",11,"BUS",2099,1,144
"1865","2019-09","WEEKDAY",13,"BUS",2099,0,111
"1867","2019-09","WEEKDAY",12,"BUS",2099,0,125
"1868","2019-09","WEEKDAY",16,"BUS",2099,0,141
"1871","2019-09","WEEKDAY",17,"BUS",2099,8,132
"1879","2019-09","WEEKDAY",21,"BUS",2101,460,0
"1880","2019-09","WEEKDAY",13,"BUS",2101,137,0
"1883","2019-09","WEEKDAY",12,"BUS",2101,107,1
"1884","2019-09","WEEKDAY",14,"BUS",2101,199,0
"1886","2019-09","WEEKDAY",18,"BUS",2101,378,0
"1895","2019-09","WEEKDAY",16,"BUS",2101,262,0
"1897","2019-09","WEEKDAY",17,"BUS",2101,308,0
"1905","2019-09","WEEKDAY",20,"BUS",2101,484,0
"1909","2019-09","WEEKDAY",19,"BUS",2101,287,0
"1914","2019-09","WEEKDAY",15,"BUS",2101,188,0
"1915","2019-09","WEEKDAY",22,"BUS",2101,338,1
"1920","2019-09","WEEKDAY",12,"BUS",2111,211,903
"1921","2019-09","WEEKDAY",22,"BUS",2111,376,116
"1923","2019-09","WEEKDAY",14,"BUS",2111,216,486
"1926","2019-09","WEEKDAY",17,"BUS",2111,436,703
"1928","2019-09","WEEKDAY",9,"BUS",2111,61,451
"1929","2019-09","WEEKDAY",6,"BUS",2111,28,123
"1934","2019-09","WEEKDAY",21,"BUS",2111,460,161
"1935","2019-09","WEEKDAY",11,"BUS",2111,163,530
"1938","2019-09","WEEKDAY",18,"BUS",2111,943,1637
"1940","2019-09","WEEKDAY",10,"BUS",2111,128,385
"1941","2019-09","WEEKDAY",16,"BUS",2111,381,472
"1943","2019-09","WEEKDAY",23,"BUS",2111,249,50
"1946","2019-09","WEEKDAY",8,"BUS",2111,96,531
"1947","2019-09","WEEKDAY",19,"BUS",2111,600,1084
"1950","2019-09","WEEKDAY",15,"BUS",2111,374,464
"1951","2019-09","WEEKDAY",20,"BUS",2111,376,411
"1954","2019-09","WEEKDAY",13,"BUS",2111,195,625
"1955","2019-09","WEEKDAY",7,"BUS",2111,48,286
"1959","2019-09","WEEKDAY",9,"BUS",2119,419,1485
"1961","2019-09","WEEKDAY",23,"BUS",2119,196,13
"1962","2019-09","WEEKDAY",15,"BUS",2119,344,414
"1964","2019-09","WEEKDAY",13,"BUS",2119,819,536
"1967","2019-09","WEEKDAY",8,"BUS",2119,615,2714
"1969","2019-09","WEEKDAY",16,"BUS",2119,413,397
"1970","2019-09","WEEKDAY",17,"BUS",2119,459,459
"1973","2019-09","WEEKDAY",21,"BUS",2119,447,77
"1974","2019-09","WEEKDAY",6,"BUS",2119,22,246
"1977","2019-09","WEEKDAY",20,"BUS",2119,384,104
"1979","2019-09","WEEKDAY",22,"BUS",2119,402,48
"1980","2019-09","WEEKDAY",14,"BUS",2119,479,502
"1982","2019-09","WEEKDAY",11,"BUS",2119,442,570
"1986","2019-09","WEEKDAY",18,"BUS",2119,916,728
"1989","2019-09","WEEKDAY",7,"BUS",2119,192,547
"1993","2019-09","WEEKDAY",19,"BUS",2119,551,391
"1995","2019-09","WEEKDAY",12,"BUS",2119,693,555
"1996","2019-09","WEEKDAY",10,"BUS",2119,219,695
"2007","2019-09","WEEKDAY",21,"BUS",2141,269,7
"2015","2019-09","WEEKDAY",22,"BUS",2141,276,5
"2034","2019-09","WEEKDAY",20,"BUS",2141,186,17
"2036","2019-09","WEEKDAY",9,"BUS",2149,25,2019
"2038","2019-09","WEEKDAY",20,"BUS",2149,83,416
"2040","2019-09","WEEKDAY",13,"BUS",2149,87,409
"2042","2019-09","WEEKDAY",11,"BUS",2149,78,641
"2044","2019-09","WEEKDAY",10,"BUS",2149,42,865
"2047","2019-09","WEEKDAY",16,"BUS",2149,127,325
"2049","2019-09","WEEKDAY",18,"BUS",2149,318,617
