Source,Target,Operator,ServiceNo,StopSequence
94071,85021,SBST,10e,26
85021,85031,SBST,10e,27
85031,85041,SBST,10e,28
80009,80051,SBST,11,1
80051,80119,SBST,11,2
80119,80149,SBST,11,3
80149,80189,SBST,11,4
80189,80179,SBST,11,5
80179,80199,SBST,11,6
80199,80191,SBST,11,7
80191,90039,SBST,11,8
90039,90029,SBST,11,9
90029,90019,SBST,11,10
90019,90079,SBST,11,11
90079,90011,SBST,11,12
90011,90021,SBST,11,13
90021,90031,SBST,11,14
90031,80199,SBST,11,15
80199,80191,SBST,11,16
80191,80171,SBST,11,17
80171,80181,SBST,11,18
80181,80141,SBST,11,19
80141,80111,SBST,11,20
80111,80049,SBST,11,21
80049,80009,SBST,11,22
67759,67191,SMRT,110,1
67191,67349,SMRT,110,2
67349,67359,SMRT,110,3
67359,67369,SMRT,110,4
67369,67379,SMRT,110,5
67379,67761,SMRT,110,6
67761,67319,SMRT,110,7
67319,67429,SMRT,110,8
67429,67599,SMRT,110,9
67599,65199,SMRT,110,10
65199,95151,SMRT,110,11
95151,95011,SMRT,110,12
95011,95109,SMRT,110,13
95109,95029,SMRT,110,14
95029,95129,SMRT,110,15
95129,95019,SMRT,110,16
95019,95209,SMRT,110,17
95209,95159,SMRT,110,18
95159,65191,SMRT,110,19
65191,67591,SMRT,110,20
67591,67421,SMRT,110,21
67421,67311,SMRT,110,22
67311,67769,SMRT,110,23
67769,67371,SMRT,110,24
67371,67361,SMRT,110,25
67361,67351,SMRT,110,26
67351,67341,SMRT,110,27
67341,67199,SMRT,110,28
67199,67759,SMRT,110,29
11009,11359,SBST,111,1
11359,11189,SBST,111,2
11189,11179,SBST,111,3
11179,11169,SBST,111,4
11169,11159,SBST,111,5
11159,11149,SBST,111,6
11149,11139,SBST,111,7
11139,10299,SBST,111,8
10299,10289,SBST,111,9
10289,10321,SBST,111,10
10321,13031,SBST,111,11
13031,13041,SBST,111,12
13041,13201,SBST,111,13
13201,9159,SBST,111,14
9159,9169,SBST,111,15
9169,9179,SBST,111,16
9179,9048,SBST,111,17
9048,9038,SBST,111,18
9038,8138,SBST,111,19
8138,8057,SBST,111,20
8057,8069,SBST,111,21
8069,4179,SBST,111,22
4179,2049,SBST,111,23
2049,2151,SBST,111,24
2151,2161,SBST,111,25
2161,2171,SBST,111,26
2171,2051,SBST,111,27
2051,2061,SBST,111,28
2061,4111,SBST,111,29
4111,4121,SBST,111,30
4121,8041,SBST,111,31
8041,8031,SBST,111,32
8031,8111,SBST,111,33
8111,8121,SBST,111,34
8121,9059,SBST,111,35
9059,9022,SBST,111,36
9022,9111,SBST,111,37
9111,9121,SBST,111,38
9121,9131,SBST,111,39
9131,13209,SBST,111,40
13209,13049,SBST,111,41
13049,13039,SBST,111,42
13039,10329,SBST,111,43
10329,10281,SBST,111,44
10281,10291,SBST,111,45
10291,11131,SBST,111,46
11131,11141,SBST,111,47
11141,11151,SBST,111,48
11151,11161,SBST,111,49
11161,11171,SBST,111,50
11171,11181,SBST,111,51
11181,11351,SBST,111,52
11351,11009,SBST,111,53
64009,64041,SBST,112,1
64041,64051,SBST,112,2
64051,64329,SBST,112,3
64329,64319,SBST,112,4
64319,64309,SBST,112,5
64309,64239,SBST,112,6
64239,64209,SBST,112,7
64209,63139,SBST,112,8
63139,63239,SBST,112,9
63239,63229,SBST,112,10
63229,63031,SBST,112,11
63031,63041,SBST,112,12
63041,63051,SBST,112,13
63051,63349,SBST,112,14
63349,63339,SBST,112,15
63339,63329,SBST,112,16
63329,63391,SBST,112,17
63391,63381,SBST,112,18
63381,63371,SBST,112,19
63371,64411,SBST,112,20
64411,64479,SBST,112,21
64479,64489,SBST,112,22
64489,64509,SBST,112,23
64509,64519,SBST,112,24
64519,64471,SBST,112,25
64471,64419,SBST,112,26
64419,63379,SBST,112,27
63379,63389,SBST,112,28
63389,63399,SBST,112,29
63399,63321,SBST,112,30
63321,63331,SBST,112,31
63331,63341,SBST,112,32
63341,63059,SBST,112,33
63059,63049,SBST,112,34
63049,63039,SBST,112,35
63039,63221,SBST,112,36
63221,63231,SBST,112,37
63231,63131,SBST,112,38
63131,64201,SBST,112,39
64201,64231,SBST,112,40
64231,64301,SBST,112,41
64301,64311,SBST,112,42
64311,64321,SBST,112,43
64321,64059,SBST,112,44
64059,64049,SBST,112,45
64049,64009,SBST,112,46
64009,64041,SBST,112A,1
64041,64051,SBST,112A,2
64051,64329,SBST,112A,3
64329,64319,SBST,112A,4
64319,64309,SBST,112A,5
64309,64239,SBST,112A,6
64239,64209,SBST,112A,7
64209,63139,SBST,112A,8
63139,63239,SBST,112A,9
63239,63229,SBST,112A,10
63229,63031,SBST,112A,11
64009,64041,SBST,113,1
64041,64051,SBST,113,2
64051,64071,SBST,113,3
64071,64039,SBST,113,4
64039,64371,SBST,113,5
64371,64381,SBST,113,6
64381,64391,SBST,113,7
64391,63351,SBST,113,8
63351,63341,SBST,113,9
63341,63059,SBST,113,10
63059,63049,SBST,113,11
63049,63039,SBST,113,12
63039,63221,SBST,113,13
63221,63231,SBST,113,14
63231,63261,SBST,113,15
63261,63271,SBST,113,16
63271,63281,SBST,113,17
63281,63291,SBST,113,18
63291,63301,SBST,113,19
63301,62221,SBST,113,20
62221,62219,SBST,113,21
62219,62059,SBST,113,22
62059,62229,SBST,113,23
62229,63309,SBST,113,24
63309,63299,SBST,113,25
63299,63289,SBST,113,26
63289,63279,SBST,113,27
63279,63269,SBST,113,28
63269,63239,SBST,113,29
63239,63229,SBST,113,30
63229,63031,SBST,113,31
63031,63041,SBST,113,32
63041,63051,SBST,113,33
63051,63349,SBST,113,34
63349,63359,SBST,113,35
63359,64399,SBST,113,36
64399,64389,SBST,113,37
64389,64379,SBST,113,38
64379,64031,SBST,113,39
64031,64079,SBST,113,40
64079,64059,SBST,113,41
64059,64049,SBST,113,42
64049,64009,SBST,113,43
63039,63221,SBST,113A,1
63221,63231,SBST,113A,2
63231,63261,SBST,113A,3
63261,63271,SBST,113A,4
63271,63281,SBST,113A,5
63281,63291,SBST,113A,6
63291,63301,SBST,113A,7
63301,62221,SBST,113A,8
62221,62219,SBST,113A,9
62219,62059,SBST,113A,10
62059,62229,SBST,113A,11
62229,63309,SBST,113A,12
63309,63299,SBST,113A,13
63299,63289,SBST,113A,14
63289,63279,SBST,113A,15
63279,63269,SBST,113A,16
63269,63239,SBST,113A,17
63239,63229,SBST,113A,18
63229,63031,SBST,113A,19
63221,63231,SBST,115,1
63231,63261,SBST,115,2
63261,63271,SBST,115,3
63271,63281,SBST,115,4
63281,63099,SBST,115,5
63099,63089,SBST,115,6
63089,63079,SBST,115,7
63079,63241,SBST,115,8
63241,63059,SBST,115,9
63059,63049,SBST,115,10
63049,63039,SBST,115,11
63039,63221,SBST,115,12
64009,64551,SBST,116,1
64551,64529,SBST,116,2
64529,64339,SBST,116,3
64339,64411,SBST,116,4
64411,64479,SBST,116,5
64479,64489,SBST,116,6
64489,64499,SBST,116,7
64499,66439,SBST,116,8
66439,66429,SBST,116,9
66429,66101,SBST,116,10
66101,63219,SBST,116,11
63219,63209,SBST,116,12
63209,63199,SBST,116,13
63199,63189,SBST,116,14
63189,63179,SBST,116,15
63179,63369,SBST,116,16
63369,66379,SBST,116,17
66379,66359,SBST,116,18
66359,62141,SBST,116,19
62141,63141,SBST,116,20
63141,63361,SBST,116,21
63361,63181,SBST,116,22
63181,63191,SBST,116,23
63191,63201,SBST,116,24
63201,63211,SBST,116,25
63211,66109,SBST,116,26
66109,66421,SBST,116,27
66421,66431,SBST,116,28
66431,64491,SBST,116,29
64491,64481,SBST,116,30
64481,64471,SBST,116,31
64471,64419,SBST,116,32
64419,64331,SBST,116,33
64331,64521,SBST,116,34
64521,64559,SBST,116,35
64559,64009,SBST,116,36
66439,66429,SBST,116A,1
66429,66101,SBST,116A,2
66101,63219,SBST,116A,3
63219,63209,SBST,116A,4
63209,63199,SBST,116A,5
63199,63189,SBST,116A,6
63189,63179,SBST,116A,7
63179,63369,SBST,116A,8
63369,66379,SBST,116A,9
66379,66359,SBST,116A,10
65009,65259,SBST,117,1
65259,65409,SBST,117,2
65409,65141,SBST,117,3
65141,65431,SBST,117,4
65431,68111,SBST,117,5
68111,68061,SBST,117,6
68061,68091,SBST,117,7
68091,68081,SBST,117,8
68081,68101,SBST,117,9
68101,68121,SBST,117,10
68121,68161,SBST,117,11
68161,68131,SBST,117,12
68131,68141,SBST,117,13
68141,68151,SBST,117,14
68151,68171,SBST,117,15
68171,59779,SBST,117,16
59779,59789,SBST,117,17
59789,59479,SBST,117,18
59479,59759,SBST,117,19
59759,59749,SBST,117,20
59749,59739,SBST,117,21
59739,59509,SBST,117,22
59509,59729,SBST,117,23
59729,59031,SBST,117,24
59031,59041,SBST,117,25
59041,59051,SBST,117,26
59051,59061,SBST,117,27
59061,59079,SBST,117,28
59079,59091,SBST,117,29
59091,59251,SBST,117,30
59251,59521,SBST,117,31
59521,58261,SBST,117,32
58261,58339,SBST,117,33
58339,58211,SBST,117,34
58211,58251,SBST,117,35
58251,58009,SBST,117,36
58009,58259,SBST,117,1
58259,58219,SBST,117,2
58219,58331,SBST,117,3
58331,58269,SBST,117,4
58269,59529,SBST,117,5
59529,59259,SBST,117,6
59259,59099,SBST,117,7
59099,59073,SBST,117,8
59073,59069,SBST,117,9
59069,59059,SBST,117,10
59059,59049,SBST,117,11
59049,59039,SBST,117,12
59039,59721,SBST,117,13
59721,59501,SBST,117,14
59501,59731,SBST,117,15
59731,59741,SBST,117,16
59741,59751,SBST,117,17
59751,59471,SBST,117,18
59471,59781,SBST,117,19
59781,68179,SBST,117,20
68179,68159,SBST,117,21
68159,68149,SBST,117,22
68149,68139,SBST,117,23
68139,68169,SBST,117,24
68169,68129,SBST,117,25
68129,68109,SBST,117,26
68109,68089,SBST,117,27
68089,68099,SBST,117,28
68099,68069,SBST,117,29
68069,68119,SBST,117,30
68119,65439,SBST,117,31
65439,65149,SBST,117,32
65149,65401,SBST,117,33
65401,65009,SBST,117,34
59479,59759,SBST,117A,1
59759,59749,SBST,117A,2
59749,59739,SBST,117A,3
59739,59509,SBST,117A,4
59509,59729,SBST,117A,5
59729,59031,SBST,117A,6
59031,59041,SBST,117A,7
58009,58259,SBST,117B,1
58259,58219,SBST,117B,2
58219,58331,SBST,117B,3
58331,58269,SBST,117B,4
58269,59529,SBST,117B,5
59529,59259,SBST,117B,6
59259,59099,SBST,117B,7
59099,59073,SBST,117B,8
65009,65259,GAS,118,1
65259,65409,GAS,118,2
65409,65141,GAS,118,3
65141,65431,GAS,118,4
65431,65199,GAS,118,5
65199,75359,GAS,118,6
75359,75369,GAS,118,7
75369,75319,GAS,118,8
75319,75299,GAS,118,9
75299,75379,GAS,118,10
75379,75171,GAS,118,11
75171,75159,GAS,118,12
75159,75039,GAS,118,13
75039,75241,GAS,118,14
75241,75231,GAS,118,15
75231,75221,GAS,118,16
75221,75051,GAS,118,17
75051,96289,GAS,118,18
96289,96109,GAS,118,19
96109,96119,GAS,118,20
96119,96229,GAS,118,21
96229,96311,GAS,118,22
96311,96301,GAS,118,23
96301,96401,GAS,118,24
96401,97009,GAS,118,25
97009,96361,GAS,118,1
96361,96309,GAS,118,2
96309,96319,GAS,118,3
96319,96221,GAS,118,4
96221,96111,GAS,118,5
96111,96101,GAS,118,6
96101,96281,GAS,118,7
96281,75059,GAS,118,8
75059,75229,GAS,118,9
75229,75239,GAS,118,10
75239,75249,GAS,118,11
75249,75031,GAS,118,12
75031,75151,GAS,118,13
75151,75179,GAS,118,14
75179,75371,GAS,118,15
75371,75291,GAS,118,16
75291,75311,GAS,118,17
75311,75361,GAS,118,18
75361,75351,GAS,118,19
75351,65191,GAS,118,20
65191,65439,GAS,118,21
65439,65149,GAS,118,22
65149,65401,GAS,118,23
65401,65009,GAS,118,24
65199,75359,GAS,118A,1
75359,75369,GAS,118A,2
75369,75319,GAS,118A,3
75319,75299,GAS,118A,4
75299,75379,GAS,118A,5
75379,75171,GAS,118A,6
75171,75159,GAS,118A,7
75159,75039,GAS,118A,8
75039,75241,GAS,118A,9
75241,75231,GAS,118A,10
75231,75221,GAS,118A,11
75221,75051,GAS,118A,12
75051,96289,GAS,118A,13
96289,96109,GAS,118A,14
96109,96119,GAS,118A,15
96111,96101,GAS,118B,1
96101,96281,GAS,118B,2
96281,75059,GAS,118B,3
75059,75229,GAS,118B,4
75229,75239,GAS,118B,5
75239,75249,GAS,118B,6
75249,75031,GAS,118B,7
75031,75151,GAS,118B,8
75151,75179,GAS,118B,9
75179,75371,GAS,118B,10
75371,75291,GAS,118B,11
75291,75311,GAS,118B,12
75311,75361,GAS,118B,13
75361,75351,GAS,118B,14
75351,65191,GAS,118B,15
65009,65341,GAS,119,1
65341,65331,GAS,119,2
65331,65431,GAS,119,3
65431,67591,GAS,119,4
67591,67411,GAS,119,5
67411,67401,GAS,119,6
67401,67101,GAS,119,7
67101,67111,GAS,119,8
67111,67121,GAS,119,9
67121,67131,GAS,119,10
67131,67141,GAS,119,11
67141,67151,GAS,119,12
67151,67161,GAS,119,13
67161,65019,GAS,119,14
65019,64029,GAS,119,15
64029,64079,GAS,119,16
64079,64059,GAS,119,17
64059,64049,GAS,119,18
64049,64019,GAS,119,19
64019,63069,GAS,119,20
63069,63059,GAS,119,21
63059,63049,GAS,119,22
63049,63039,GAS,119,23
63039,63221,GAS,119,24
63221,63231,GAS,119,25
63231,63041,GAS,119,26
63041,63051,GAS,119,27
63051,63061,GAS,119,28
63061,64011,GAS,119,29
64011,64041,GAS,119,30
64041,64051,GAS,119,31
64051,64071,GAS,119,32
64071,64021,GAS,119,33
64021,65011,GAS,119,34
65011,67169,GAS,119,35
67169,67159,GAS,119,36
67159,67139,GAS,119,37
67139,67129,GAS,119,38
67129,67119,GAS,119,39
67119,67109,GAS,119,40
67109,67409,GAS,119,41
67409,67419,GAS,119,42
67419,67599,GAS,119,43
67599,65439,GAS,119,44
65439,65339,GAS,119,45
65339,65349,GAS,119,46
65349,65009,GAS,119,47
77009,78109,GAS,12,1
78109,78081,GAS,12,2
78081,78071,GAS,12,3
78071,78069,GAS,12,4
78069,78059,GAS,12,5
78059,98099,GAS,12,6
98099,98019,GAS,12,7
98019,76249,GAS,12,8
76249,76239,GAS,12,9
76239,76039,GAS,12,10
76039,76109,GAS,12,11
76109,96129,GAS,12,12
96129,96189,GAS,12,13
96189,96199,GAS,12,14
96199,96209,GAS,12,15
96209,95909,GAS,12,16
95909,96039,GAS,12,17
96039,96029,GAS,12,18
96029,96019,GAS,12,19
96019,85109,GAS,12,20
85109,85099,GAS,12,21
85099,84101,GAS,12,22
84101,84071,GAS,12,23
84071,84081,GAS,12,24
84081,84141,GAS,12,25
84141,84111,GAS,12,26
84111,84151,GAS,12,27
84151,93099,GAS,12,28
93099,93089,GAS,12,29
93089,93079,GAS,12,30
93079,93069,GAS,12,31
93069,93059,GAS,12,32
93059,92159,GAS,12,33
92159,92149,GAS,12,34
92149,92139,GAS,12,35
92139,92129,GAS,12,36
92129,92119,GAS,12,37
92119,92109,GAS,12,38
92109,92099,GAS,12,39
92099,91079,GAS,12,40
91079,91069,GAS,12,41
91069,91059,GAS,12,42
91059,91049,GAS,12,43
91049,91091,GAS,12,44
91091,80271,GAS,12,45
80271,80141,GAS,12,46
80141,80111,GAS,12,47
80111,80049,GAS,12,48
80049,80039,GAS,12,49
80039,80029,GAS,12,50
80029,1319,GAS,12,51
1319,1219,GAS,12,52
1219,1129,GAS,12,53
1129,1059,GAS,12,54
1059,1119,GAS,12,55
1119,1019,GAS,12,56
1019,4159,GAS,12,57
4159,4149,GAS,12,58
4149,4229,GAS,12,59
4229,4239,GAS,12,60
4239,5059,GAS,12,61
5059,5049,GAS,12,62
5049,5039,GAS,12,63
5039,5019,GAS,12,64
5019,10011,GAS,12,65
10011,10041,GAS,12,66
10041,10499,GAS,12,67
10499,10049,GAS,12,1
10049,10017,GAS,12,2
10017,5013,GAS,12,3
5013,5023,GAS,12,4
5023,4222,GAS,12,5
4222,4142,GAS,12,6
4142,1012,GAS,12,7
1012,1112,GAS,12,8
1112,1121,GAS,12,9
1121,1211,GAS,12,10
1211,1311,GAS,12,11
1311,80011,GAS,12,12
80011,80031,GAS,12,13
80031,80051,GAS,12,14
80051,80119,GAS,12,15
80119,80149,GAS,12,16
80149,80279,GAS,12,17
80279,91099,GAS,12,18
91099,91041,GAS,12,19
91041,91051,GAS,12,20
91051,91061,GAS,12,21
91061,91071,GAS,12,22
91071,92091,GAS,12,23
92091,92101,GAS,12,24
92101,92111,GAS,12,25
92111,92121,GAS,12,26
92121,92131,GAS,12,27
92131,92141,GAS,12,28
92141,92151,GAS,12,29
92151,93051,GAS,12,30
93051,93061,GAS,12,31
93061,93071,GAS,12,32
93071,93081,GAS,12,33
93081,93091,GAS,12,34
93091,84159,GAS,12,35
84159,84119,GAS,12,36
84119,84149,GAS,12,37
84149,84089,GAS,12,38
84089,84079,GAS,12,39
84079,84109,GAS,12,40
84109,85091,GAS,12,41
85091,85101,GAS,12,42
85101,96011,GAS,12,43
96011,96021,GAS,12,44
96021,96031,GAS,12,45
96031,95901,GAS,12,46
95901,96201,GAS,12,47
96201,96191,GAS,12,48
96191,96181,GAS,12,49
96181,96121,GAS,12,50
96121,76101,GAS,12,51
76101,76031,GAS,12,52
76031,76231,GAS,12,53
76231,76241,GAS,12,54
76241,98011,GAS,12,55
98011,98091,GAS,12,56
98091,78051,GAS,12,57
78051,78061,GAS,12,58
78061,78079,GAS,12,59
78079,78089,GAS,12,60
78089,78101,GAS,12,61
78101,77009,GAS,12,62
10499,10051,SBST,120,1
10051,10061,SBST,120,2
10061,10071,SBST,120,3
10071,10371,SBST,120,4
10371,10171,SBST,120,6
10171,10181,SBST,120,7
10181,10191,SBST,120,8
10191,10201,SBST,120,9
10201,10281,SBST,120,10
10281,10291,SBST,120,11
10291,11539,SBST,120,12
11539,11529,SBST,120,13
11529,11519,SBST,120,14
11519,18019,SBST,120,15
18019,15059,SBST,120,16
15059,15049,SBST,120,17
15049,14189,SBST,120,18
14189,14179,SBST,120,19
14179,14169,SBST,120,20
14169,14041,SBST,120,21
14041,14349,SBST,120,22
14349,14339,SBST,120,23
14339,14329,SBST,120,24
14329,14491,SBST,120,25
14491,14501,SBST,120,26
14501,14391,SBST,120,27
14391,14331,SBST,120,28
14331,14341,SBST,120,29
14341,14049,SBST,120,30
14049,14161,SBST,120,31
14161,14171,SBST,120,32
14171,15041,SBST,120,33
15041,15051,SBST,120,34
15051,18011,SBST,120,35
18011,11511,SBST,120,36
11511,11521,SBST,120,37
11521,11531,SBST,120,38
11531,10299,SBST,120,39
10299,10209,SBST,120,40
10209,10199,SBST,120,41
10199,10189,SBST,120,42
10189,10179,SBST,120,43
10179,10379,SBST,120,44
10379,10079,SBST,120,45
10079,10069,SBST,120,46
10069,10059,SBST,120,47
10059,10499,SBST,120,48
10499,10049,SBST,121,1
10049,10017,SBST,121,2
10017,6011,SBST,121,3
6011,6051,SBST,121,4
6051,6071,SBST,121,5
6071,6081,SBST,121,6
6081,10221,SBST,121,7
10221,10231,SBST,121,8
10231,10389,SBST,121,9
10389,10169,SBST,121,10
10169,10121,SBST,121,11
10121,10071,SBST,121,12
10071,10501,SBST,121,13
10501,10369,SBST,121,14
10369,14039,SBST,121,15
14039,14291,SBST,121,16
14291,14269,SBST,121,17
14269,14259,SBST,121,18
14259,14279,SBST,121,19
14279,14319,SBST,121,20
14319,14489,SBST,121,21
14489,14309,SBST,121,22
14309,14379,SBST,121,23
14379,14031,SBST,121,24
14031,10361,SBST,121,25
10361,10079,SBST,121,26
10079,10129,SBST,121,27
10129,10151,SBST,121,28
10151,10161,SBST,121,29
10161,10381,SBST,121,30
10381,10239,SBST,121,31
10239,10229,SBST,121,32
10229,6069,SBST,121,33
6069,6049,SBST,121,35
6049,6029,SBST,121,36
6029,10011,SBST,121,37
10011,10041,SBST,121,38
10041,10499,SBST,121,39
10499,10049,SBST,122,1
10049,10017,SBST,122,2
10017,6011,SBST,122,3
6011,6051,SBST,122,4
6051,10141,SBST,122,5
10141,10151,SBST,122,6
10151,10161,SBST,122,7
10161,10381,SBST,122,8
10381,10241,SBST,122,9
10241,10261,SBST,122,10
10261,10271,SBST,122,11
10271,10321,SBST,122,12
10321,10479,SBST,122,13
10479,10469,SBST,122,14
10469,11499,SBST,122,15
11499,11489,SBST,122,16
11489,11479,SBST,122,17
11479,11469,SBST,122,18
11469,11061,SBST,122,19
11061,11439,SBST,122,20
11439,11429,SBST,122,21
11429,11169,SBST,122,22
11169,11471,SBST,122,23
11471,11481,SBST,122,24
11481,11491,SBST,122,25
11491,10461,SBST,122,26
10461,10471,SBST,122,27
10471,10329,SBST,122,28
10329,10279,SBST,122,29
10279,10269,SBST,122,30
10269,10249,SBST,122,31
10249,10389,SBST,122,32
10389,10169,SBST,122,33
10169,10149,SBST,122,34
10149,6049,SBST,122,35
6049,6029,SBST,122,36
6029,10011,SBST,122,37
10011,10041,SBST,122,38
10041,10499,SBST,122,39
10009,10659,SBST,123,1
10659,10101,SBST,123,2
10101,10111,SBST,123,3
10111,10131,SBST,123,4
10131,11021,SBST,123,5
11021,11031,SBST,123,6
11031,11041,SBST,123,7
11041,11051,SBST,123,8
11051,11061,SBST,123,9
11061,11071,SBST,123,10
11071,11081,SBST,123,11
11081,11229,SBST,123,12
11229,11219,SBST,123,13
11219,11209,SBST,123,14
11209,13029,SBST,123,15
13029,13019,SBST,123,16
13019,9149,SBST,123,17
9149,9159,SBST,123,18
9159,9169,SBST,123,19
9169,9179,SBST,123,20
9179,9048,SBST,123,21
9048,9038,SBST,123,22
9038,8137,SBST,123,23
8137,8019,SBST,123,24
8019,4329,SBST,123,25
4329,6161,SBST,123,26
6161,6151,SBST,123,27
6151,6069,SBST,123,28
6069,6051,SBST,123,29
6051,10141,SBST,123,30
10141,10151,SBST,123,31
10151,10161,SBST,123,32
10161,10379,SBST,123,33
10379,10369,SBST,123,34
10369,14039,SBST,123,35
14039,14389,SBST,123,36
14389,14381,SBST,123,37
14381,14029,SBST,123,38
14029,14019,SBST,123,39
14019,14519,SBST,123,40
14519,14521,SBST,123,41
14521,14539,SBST,123,42
14539,14529,SBST,123,1
14529,14011,SBST,123,2
14011,14021,SBST,123,3
14021,14379,SBST,123,4
14379,14389,SBST,123,5
14389,14381,SBST,123,6
14381,14031,SBST,123,7
14031,10361,SBST,123,8
10361,10371,SBST,123,9
10371,10169,SBST,123,10
10169,10149,SBST,123,11
10149,6071,SBST,123,12
6071,6081,SBST,123,13
6081,6149,SBST,123,14
6149,6159,SBST,123,15
6159,6169,SBST,123,16
6169,4321,SBST,123,17
4321,4311,SBST,123,18
4311,8011,SBST,123,19
8011,8111,SBST,123,20
8111,8121,SBST,123,21
8121,9059,SBST,123,22
9059,9022,SBST,123,23
9022,9111,SBST,123,24
9111,9121,SBST,123,25
9121,9131,SBST,123,26
9131,9141,SBST,123,27
9141,13011,SBST,123,28
13011,13021,SBST,123,29
13021,11201,SBST,123,30
11201,11211,SBST,123,31
11211,11221,SBST,123,32
11221,11089,SBST,123,33
11089,11079,SBST,123,34
11079,11069,SBST,123,35
11069,11059,SBST,123,36
11059,11049,SBST,123,37
11049,11039,SBST,123,38
11039,11029,SBST,123,39
11029,11019,SBST,123,40
11019,10139,SBST,123,41
10139,10119,SBST,123,42
10119,10651,SBST,123,43
10651,10009,SBST,123,44
14009,14129,SBST,123M,1
14129,14119,SBST,123M,2
14119,14011,SBST,123M,3
14011,14021,SBST,123M,4
14021,14379,SBST,123M,5
14379,14389,SBST,123M,6
14389,14381,SBST,123M,7
14381,14031,SBST,123M,8
14031,10361,SBST,123M,9
10361,10371,SBST,123M,10
10371,10169,SBST,123M,11
10169,10149,SBST,123M,12
10149,10141,SBST,123M,13
10141,10151,SBST,123M,14
10151,10161,SBST,123M,15
10161,10379,SBST,123M,16
10379,10369,SBST,123M,17
10369,14039,SBST,123M,18
14039,14389,SBST,123M,19
14389,14381,SBST,123M,20
14381,14029,SBST,123M,21
14029,14019,SBST,123M,22
14019,14141,SBST,123M,23
14141,14009,SBST,123M,24
52499,52451,SBST,124,1
52451,52129,SBST,124,2
52129,52109,SBST,124,3
52109,52099,SBST,124,4
52099,50159,SBST,124,5
50159,50211,SBST,124,6
50211,50221,SBST,124,7
50221,50129,SBST,124,8
50129,50119,SBST,124,9
50119,50069,SBST,124,10
50069,40129,SBST,124,11
40129,40189,SBST,124,12
40189,40179,SBST,124,13
40179,9219,SBST,124,14
9219,9047,SBST,124,15
9047,9037,SBST,124,16
9037,8138,SBST,124,17
8138,8057,SBST,124,18
8057,8069,SBST,124,19
8069,4167,SBST,124,20
4167,4249,SBST,124,21
4249,5029,SBST,124,22
5029,5131,SBST,124,23
5131,5039,SBST,124,25
5039,5019,SBST,124,26
5019,5069,SBST,124,27
5069,10011,SBST,124,28
10011,10041,SBST,124,29
10041,10399,SBST,124,30
10399,14221,SBST,124,31
14221,14231,SBST,124,32
14231,14021,SBST,124,33
14021,14379,SBST,124,34
14379,14291,SBST,124,35
14291,14271,SBST,124,36
14271,14281,SBST,124,37
14281,14059,SBST,124,38
14059,14349,SBST,124,39
14349,14339,SBST,124,40
14339,14399,SBST,124,41
14399,14509,SBST,124,42
14509,14499,SBST,124,43
14499,14359,SBST,124,44
14359,14159,SBST,124,45
14159,14139,SBST,124,46
14139,14009,SBST,124,47
14009,14131,SBST,124,1
14131,14151,SBST,124,2
14151,14351,SBST,124,3
14351,14491,SBST,124,4
14491,14501,SBST,124,5
14501,14391,SBST,124,6
14391,14331,SBST,124,7
14331,14341,SBST,124,8
14341,14051,SBST,124,9
14051,14279,SBST,124,10
14279,14299,SBST,124,11
14299,14029,SBST,124,12
14029,14239,SBST,124,13
14239,14229,SBST,124,14
14229,10391,SBST,124,15
10391,10049,SBST,124,16
10049,10017,SBST,124,17
10017,10018,SBST,124,18
10018,5012,SBST,124,19
5012,5022,SBST,124,20
5022,4222,SBST,124,21
4222,4223,SBST,124,23
4223,4143,SBST,124,24
4143,4121,SBST,124,25
4121,8041,SBST,124,26
8041,8031,SBST,124,27
8031,8111,SBST,124,28
8111,8121,SBST,124,29
8121,9011,SBST,124,30
9011,9023,SBST,124,31
9023,9212,SBST,124,32
9212,40171,SBST,124,33
40171,40181,SBST,124,34
40181,40121,SBST,124,35
40121,50061,SBST,124,36
50061,50111,SBST,124,37
50111,50121,SBST,124,38
50121,50229,SBST,124,39
50229,50991,SBST,124,40
50991,52129,SBST,124,41
52129,52109,SBST,124,42
52109,52499,SBST,124,43
52499,52451,SBST,125,1
52451,52129,SBST,125,2
52129,52109,SBST,125,3
52109,52099,SBST,125,4
52099,50159,SBST,125,5
50159,50211,SBST,125,6
50211,50221,SBST,125,7
50221,50231,SBST,125,8
